Rk,Player,Age,Team,G,PA,AB,R,H,2B,3B,HR,RBI,OBP,SLG,OPS,Player-additional
513,MJ Melendez*,26,KCR,23,65,60,5,5,2,0,1,1,0.154,0.167,0.321,melenmj01
514,Nick Maton*,28,CHW,25,63,54,5,9,2,0,2,4,0.286,0.315,0.601,matonni01
515,Brett Wisely*,26,2TM,26,63,54,5,10,4,0,1,10,0.279,0.315,0.594,wiselbr01
515,Brett Wisely*,26,SFG,22,54,48,5,10,4,0,1,10,0.269,0.354,0.623,wiselbr01
515,Brett Wisely*,26,ATL,4,9,6,0,0,0,0,0,0,0.333,0,0.333,wiselbr01
516,Maximo Acosta,22,MIA,19,61,54,7,11,1,0,3,5,0.295,0.389,0.684,acostma02
517,Oscar González,27,SDP,21,61,59,2,13,1,0,0,4,0.246,0.237,0.483,gonzaos01
518,Sam Hilliard*,31,COL,20,61,51,8,10,3,1,2,3,0.328,0.412,0.74,hillisa01
519,Joey Wiemer,26,MIA,27,61,55,7,13,2,0,3,12,0.279,0.436,0.715,wiemejo01
520,Jonny DeLuca,26,TBR,20,59,57,5,19,1,3,0,4,0.356,0.456,0.812,delucjo01
521,Ryan Noda*,29,2TM,23,59,47,3,5,0,0,1,2,0.276,0.17,0.446,nodary01
521,Ryan Noda*,29,CHW,16,45,34,3,3,0,0,1,1,0.295,0.176,0.472,nodary01
521,Ryan Noda*,29,BAL,7,14,13,0,2,0,0,0,1,0.214,0.154,0.368,nodary01
522,Sam Huff,27,SFG,20,58,53,5,11,1,0,2,4,0.259,0.34,0.598,huffsa01
523,Sal Stewart,21,CIN,18,58,55,11,14,1,0,5,8,0.293,0.545,0.839,stewasa02
524,Endy Rodríguez#,25,PIT,18,57,52,5,9,4,0,0,2,0.246,0.25,0.496,rodrien01
525,Tyler Tolbert,27,KCR,64,57,50,19,14,2,0,1,6,0.321,0.38,0.701,tolbety01
526,Daniel Johnson*,29,2TM,31,57,53,13,10,3,0,1,1,0.246,0.302,0.548,johnsda07
526,Daniel Johnson*,29,SFG,14,31,29,5,5,2,0,1,1,0.226,0.345,0.571,johnsda07
526,Daniel Johnson*,29,BAL,17,26,24,8,5,1,0,0,0,0.269,0.25,0.519,johnsda07
527,Jerar Encarnación,27,SFG,19,56,55,5,11,3,0,2,7,0.214,0.364,0.578,encarje01
528,Zack Short,30,HOU,22,56,50,9,11,2,0,2,7,0.291,0.38,0.671,shortza01
529,Stuart Fairchild,29,ATL,28,55,51,7,11,4,1,0,2,0.273,0.333,0.606,faircst01
530,Jace Jung*,24,DET,21,55,47,8,5,0,0,0,3,0.236,0.106,0.343,jungja01
531,Drew Millas#,27,WSN,18,55,49,6,15,5,1,0,7,0.358,0.449,0.807,milladr01
532,Luke Maile,34,KCR,25,54,45,6,11,2,0,1,6,0.346,0.356,0.702,mailelu01
533,Ryan Fitzgerald*,31,MIN,24,53,46,10,9,0,0,4,9,0.302,0.457,0.758,fitzgry01
534,Luis Vázquez,25,BAL,32,53,50,6,8,1,0,1,3,0.208,0.24,0.448,vazqulu01
535,Zach Cole*,24,HOU,15,52,47,9,12,2,0,4,11,0.327,0.553,0.88,coleza01
536,Bryan De La Cruz,28,ATL,16,50,47,1,9,1,0,0,0,0.24,0.213,0.453,delacbr01
537,Travis Jankowski*,34,3TM,25,50,45,8,11,2,0,0,2,0.286,0.289,0.575,jankotr01
537,Travis Jankowski*,34,2TM,21,49,45,7,11,2,0,0,2,0.286,0.289,0.575,jankotr01
537,Travis Jankowski*,34,CHW,7,15,14,1,3,0,0,0,0,0.267,0.214,0.481,jankotr01
537,Travis Jankowski*,34,TBR,14,34,31,6,8,2,0,0,2,0.294,0.323,0.617,jankotr01
537,Travis Jankowski*,34,NYM,4,1,0,1,0,0,0,0,0,,,,jankotr01
538,Richie Palacios*,28,TBR,17,48,42,10,14,2,0,1,3,0.396,0.452,0.848,palacri01
539,George Valera*,24,CLE,16,48,41,7,9,2,0,2,5,0.333,0.415,0.748,valerge01
540,Maverick Handley,27,BAL,16,47,41,2,3,0,0,0,3,0.133,0.073,0.207,handlma01
541,Brice Matthews,23,HOU,13,47,42,6,7,0,0,4,9,0.222,0.452,0.675,matthbr01
542,Jared Young*,29,NYM,22,47,43,5,8,1,0,4,6,0.234,0.488,0.722,youngja02
543,Logan Davidson#,27,2TM,19,47,42,3,7,2,0,1,4,0.222,0.286,0.508,davidlo01
543,Logan Davidson#,27,ATH,9,24,20,1,3,1,0,0,2,0.261,0.2,0.461,davidlo01
543,Logan Davidson#,27,LAA,10,23,22,2,4,1,0,1,2,0.182,0.364,0.545,davidlo01
544,Jimmy Crooks*,23,STL,15,46,45,3,6,0,1,1,1,0.152,0.244,0.397,crookji01
545,Austin Barnes,35,LAD,13,44,42,4,9,3,0,0,2,0.233,0.286,0.518,barneau01
546,Rece Hinds,24,CIN,15,44,43,6,5,1,0,2,3,0.136,0.279,0.415,hindsre01
547,Ryan Kreidler,27,DET,17,44,38,5,4,0,0,0,0,0.19,0.105,0.296,kreidry01
548,Trenton Brooks*,29,SDP,25,43,41,5,6,2,0,1,2,0.186,0.268,0.454,brooktr01
549,Denzer Guzmán,21,LAA,13,43,42,4,8,1,0,2,3,0.209,0.357,0.566,guzmade01
550,Dustin Harris*,25,TEX,19,43,40,5,8,3,0,1,2,0.256,0.35,0.606,harridu01
551,Kevin Pillar,36,TEX,20,43,43,6,9,2,0,0,1,0.209,0.256,0.465,pillake01
552,Alan Trejo,29,COL,13,43,40,3,7,2,0,0,1,0.19,0.225,0.415,trejoal01
553,Daz Cameron,28,MIL,21,42,41,7,8,1,0,1,3,0.214,0.293,0.507,camerda01
554,Matt Gorski,27,PIT,15,42,41,2,8,0,1,2,4,0.214,0.39,0.605,gorskma01
555,Luken Baker,28,STL,19,41,34,3,8,3,0,0,2,0.366,0.324,0.689,bakerlu01
556,Kris Bryant,33,COL,11,41,39,2,6,2,0,0,1,0.195,0.205,0.4,bryankr01
557,Oliver Dunn*,27,MIL,14,41,36,4,6,2,0,0,6,0.205,0.222,0.427,dunnol01
558,Austin Nola,35,COL,14,41,38,2,7,1,0,0,1,0.225,0.211,0.436,nolaau01
559,Yuli Gurriel,41,SDP,16,40,36,2,4,1,0,0,3,0.2,0.139,0.339,gourryu01
560,Korey Lee,26,CHW,25,40,35,10,9,3,0,1,3,0.333,0.429,0.762,leeko01
561,Jorge Alfaro,32,WSN,14,39,39,3,10,2,0,0,3,0.256,0.308,0.564,alfarjo01
562,Ryan Bliss,25,SEA,11,39,35,1,7,1,0,1,3,0.282,0.314,0.596,blissry01
563,Cam Devanney,28,PIT,14,38,36,1,5,1,0,0,1,0.184,0.167,0.351,devanca01
564,Víctor Mesa Jr.*,23,MIA,16,38,32,7,6,2,0,1,6,0.297,0.344,0.641,mesavi01
565,Bryce Eldridge*,20,SFG,10,37,28,1,3,2,0,0,4,0.297,0.179,0.476,eldribr01
566,Tomás Nido,31,DET,10,37,35,4,12,0,0,0,2,0.361,0.343,0.704,nidoto01
567,Zac Veen*,23,COL,12,37,34,1,4,1,0,1,2,0.189,0.235,0.424,veenza01
568,José Miranda,27,MIN,12,36,36,2,6,0,0,1,5,0.167,0.25,0.417,miranjo01
569,Jose Siri,29,NYM,16,36,32,7,2,2,0,0,1,0.167,0.125,0.292,sirijo01
570,Dominic Fletcher*,27,CHW,12,34,32,5,7,5,0,1,2,0.265,0.469,0.733,fletcdo01
571,Pablo Reyes,31,NYY,24,34,31,4,6,1,0,0,2,0.242,0.226,0.468,reyespa01
572,Sebastián Rivero,26,LAA,11,34,33,4,6,2,0,0,2,0.206,0.242,0.448,riverse01
573,Luke Williams,28,ATL,39,34,31,5,4,2,0,0,5,0.176,0.194,0.37,willilu01
574,Aaron Schunk,27,COL,16,33,32,1,6,1,0,0,0,0.188,0.219,0.406,schunaa01
575,Leo Jiménez,24,TOR,18,32,29,2,2,0,0,1,1,0.129,0.172,0.301,jimenle01
576,Shay Whitcomb,26,HOU,20,32,32,4,4,0,0,1,1,0.125,0.219,0.344,whitcsh01
577,Buddy Kennedy,26,3TM,13,32,29,2,2,1,0,0,1,0.156,0.103,0.26,kennebu01
577,Buddy Kennedy,26,2TM,11,26,24,1,1,0,0,0,1,0.115,0.042,0.157,kennebu01
577,Buddy Kennedy,26,PHI,4,8,7,0,0,0,0,0,0,0.125,0,0.125,kennebu01
577,Buddy Kennedy,26,TOR,2,6,5,1,1,1,0,0,0,0.333,0.4,0.733,kennebu01
577,Buddy Kennedy,26,LAD,7,18,17,1,1,0,0,0,1,0.111,0.059,0.17,kennebu01
578,Jose Barrero,27,STL,22,31,29,4,4,1,0,1,3,0.194,0.276,0.469,garcijo02
579,Carson McCusker,27,MIN,16,30,29,0,5,0,0,0,1,0.2,0.172,0.372,mccusca01
580,Scott Kingery,31,LAA,19,29,27,3,4,1,0,0,0,0.207,0.185,0.392,kingesc01
581,Nicky Lopez*,30,2TM,18,28,24,2,1,0,0,0,1,0.179,0.042,0.22,lopezni01
581,Nicky Lopez*,30,LAA,4,6,6,0,0,0,0,0,0,0,0,0,lopezni01
581,Nicky Lopez*,30,CHC,14,22,18,2,1,0,0,0,1,0.227,0.056,0.283,lopezni01
582,Owen Caissie*,22,CHC,12,27,26,4,5,1,0,1,4,0.222,0.346,0.568,caissow01
583,Luis Campusano,26,SDP,10,27,21,0,0,0,0,0,0,0.222,0,0.222,campulu01
584,Mason McCoy,30,SDP,18,26,22,5,3,1,0,0,1,0.269,0.182,0.451,mccoyma01
585,Grant McCray*,24,SFG,22,26,22,3,2,0,1,0,2,0.16,0.182,0.342,mccragr01
586,Ji Hwan Bae*,25,PIT,13,25,20,4,1,0,0,0,0,0.24,0.05,0.29,baeji01
587,Michael Stefanic,29,TOR,9,25,22,1,4,0,0,0,0,0.28,0.182,0.462,stefami01
588,David Villar,28,SFG,9,25,20,4,4,1,0,0,1,0.36,0.25,0.61,villada01
589,Tristin English,28,ARI,7,23,22,0,2,1,0,0,1,0.13,0.136,0.267,englitr01
590,Niko Kavadas*,26,LAA,10,23,20,0,2,0,0,0,0,0.217,0.1,0.317,kavadni01
591,Esteury Ruiz,26,LAD,19,23,21,2,4,0,0,1,2,0.261,0.333,0.594,ruizes01
592,Ali Sánchez,28,2TM,12,23,23,2,5,2,0,0,0,0.217,0.304,0.522,sanchal04
592,Ali Sánchez,28,TOR,8,21,21,2,5,2,0,0,0,0.238,0.333,0.571,sanchal04
592,Ali Sánchez,28,BOS,4,2,2,0,0,0,0,0,0,0,0,0,sanchal04
593,Chadwick Tromp,30,2TM,8,22,21,2,3,1,0,1,1,0.182,0.333,0.515,trompch01
593,Chadwick Tromp,30,ATL,2,6,5,0,0,0,0,0,0,0.167,0,0.167,trompch01
593,Chadwick Tromp,30,BAL,6,16,16,2,3,1,0,1,1,0.188,0.438,0.625,trompch01
594,Bobby Dalbec,30,CHW,7,21,18,2,4,1,0,0,1,0.333,0.278,0.611,dalbebo01
595,Luis Guillorme*,30,HOU,12,21,20,2,3,0,0,0,0,0.19,0.15,0.34,guilllu01
596,Keston Hiura,28,COL,8,21,18,3,4,1,0,0,1,0.333,0.278,0.611,hiurake01
597,Billy McKinney*,30,TEX,6,21,20,4,4,1,0,0,1,0.238,0.25,0.488,mckinbi01
598,José Azócar,29,2TM,14,21,19,5,5,0,0,0,1,0.333,0.263,0.596,azocajo01
598,José Azócar,29,NYM,12,20,18,5,5,0,0,0,1,0.35,0.278,0.628,azocajo01
598,José Azócar,29,ATL,2,1,1,0,0,0,0,0,0,0,0,0,azocajo01
599,Manuel Margot,30,DET,6,20,19,1,6,0,0,0,3,0.3,0.316,0.616,margoma01
600,Connor Kaiser,28,ARI,11,19,18,1,2,1,0,0,2,0.158,0.167,0.325,kaiseco01
601,Michael Siani*,25,STL,19,19,17,4,4,0,0,0,0,0.316,0.235,0.551,sianimi01
602,Akil Baddoo*,26,DET,7,18,17,0,2,1,0,0,1,0.167,0.176,0.343,baddoak01
603,Blake Sabol*,27,BOS,8,18,16,2,2,1,0,0,1,0.167,0.188,0.354,sabolbl01
604,Drew Avans*,29,2TM,8,18,17,1,2,0,0,0,1,0.111,0.118,0.229,avansdr01
604,Drew Avans*,29,ATH,7,15,15,1,2,0,0,0,0,0.133,0.133,0.267,avansdr01
604,Drew Avans*,29,MIL,1,3,2,0,0,0,0,0,1,0,0,0,avansdr01
605,CJ Alexander*,28,ATH,6,17,17,0,3,0,0,0,0,0.176,0.176,0.353,alexacj01
606,Rafael Flores,24,PIT,7,17,15,0,3,2,0,0,0,0.294,0.333,0.627,florera03
607,Owen Miller,28,COL,9,17,14,0,2,0,0,0,1,0.294,0.143,0.437,milleow01
608,Gage Workman*,25,2TM,12,17,16,0,3,1,0,0,2,0.235,0.25,0.485,workmga01
608,Gage Workman*,25,CHC,9,15,14,0,3,1,0,0,2,0.267,0.286,0.552,workmga01
608,Gage Workman*,25,CHW,3,2,2,0,0,0,0,0,0,0,0,0,workmga01
609,Tirso Ornelas*,25,SDP,7,16,14,0,1,0,0,0,1,0.188,0.071,0.259,ornelti01
610,César Salazar*,29,HOU,11,16,13,0,3,0,0,0,1,0.375,0.231,0.606,salazce01
611,Jack Winkler,26,MIA,14,16,16,2,4,2,0,0,0,0.25,0.375,0.625,winklja01
612,Tucker Barnhart*,34,TEX,8,15,13,0,3,0,0,0,0,0.333,0.231,0.564,barnhtu01
613,Jacob Hurtubise*,27,CIN,12,15,12,3,1,0,0,0,0,0.267,0.083,0.35,hurtuja01
614,Brian Navarreto,30,MIA,8,15,14,3,4,2,0,1,5,0.267,0.643,0.91,navarbr01
615,Ryan Vilade,26,2TM,8,15,13,1,1,0,0,0,0,0.2,0.077,0.277,viladry01
615,Ryan Vilade,26,STL,7,15,13,1,1,0,0,0,0,0.2,0.077,0.277,viladry01
615,Ryan Vilade,26,CIN,1,0,0,0,0,0,0,0,0,,,,viladry01
